|filename|AudioStart|AudioEnd|AudioDuration|FrameStart|FrameEnd|label|ilabel|Text
592|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|43.858|50.057|6.199|1317|1503|Happiness|4|PLAYING GAMES AH ALONE THAT'S WHAT WE MAKE OF YOU I'LL HAVE NO GAMES OUT OF YOU I'LL
593|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|50.057|50.923|0.866|1503|1529|Surprise|6|POOH MANSO
594|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|52.190|53.656|1.466|1567|1611|Happiness|4|IT AIN'T THE WAY OF IT
595|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|53.656|54.022|0.367|1611|1622|Surprise|6|HYM
596|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|56.589|57.089|0.500|1699|1714|Happiness|4|ERMY
597|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|62.621|65.320|2.699|1880|1961|Neutral|0|I'LL JUST STOP TRYING AND I THINK IT HASN'T GOT ONE
598|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|65.320|69.086|3.766|1961|2074|Surprise|6|BUT IT AIN'T IN HIM OR ME GOT ME A PRESENT OR WE'D WAIT WE'D WAIT
599|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|69.086|70.086|1.000|2074|2104|Happiness|4|BAZIN
600|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|70.086|75.885|5.799|2104|2278|Surprise|6|WHAT'S IN THE BOX WHAT'S IN THE BOX CAN OH OH
601|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|75.885|83.150|7.265|2278|2496|Happiness|4|HE HE AIN'T A PUPPY I AM A MAMA HE'S A PUPPY HE'S ONLY THE PUPPIES AND THE
602|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|83.150|84.183|1.033|2496|2527|Neutral|0|EIGHTEEN FIFTY
603|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|84.183|88.016|3.833|2527|2642|Surprise|6|WHAT'S THE LEG WHAT'S THE FARE
604|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|96.814|97.680|0.866|2906|2932|Happiness|4|HURRICANE
605|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|97.680|103.346|5.666|2932|3102|Surprise|6|IT'S BOB HE'S MAD BECAUSE THE PUPPY'S DISABLED WHY DON'T YOU COME IN YOURSELVES THAT
606|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|103.346|104.212|0.866|3102|3128|Happiness|4|A TOOTH
607|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|105.279|106.445|1.166|3160|3195|Happiness|4|THE POPULACE
608|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|106.445|107.512|1.066|3195|3227|Surprise|6|UNARMED
609|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|123.808|124.408|0.600|3716|3734|Neutral|0|HM HM
610|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|124.408|125.475|1.066|3734|3766|Surprise|6|REMNANT
611|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|125.475|126.741|1.266|3766|3804|Happiness|4|WHAT'S THAT
612|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|129.774|131.040|1.266|3895|3933|Happiness|4|THE LIMMER
613|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|131.040|131.474|0.433|3933|3946|Surprise|6|NYM
614|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|131.474|136.439|4.966|3946|4095|Happiness|4|HA HA HA HA HA HA HA I'LL SAY I KNOW THE DOGS LET GO ONE LEG BUT WHY JUST RAN TO A DOOR
615|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|136.439|137.172|0.733|4095|4117|Neutral|0|HM HM
616|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|137.172|139.705|2.533|4117|4193|Happiness|4|HA HA HA HA HA HA HA HA
617|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|139.705|140.272|0.567|4193|4210|Neutral|0|AUTOMATON
618|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|140.538|140.638|0.100|4218|4221|Neutral|0|FIFTY TWO
619|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|140.638|145.971|5.332|4221|4381|Happiness|4|HE'S A MACKAY NO EH HE IS LIKE A MACKAY I SAID THE BULB HE'LL PLAY WITH A BULB
620|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|145.971|146.671|0.700|4381|4402|Neutral|0|HYM
621|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|146.671|147.470|0.800|4402|4426|Surprise|6|PLATINUM
622|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|147.470|150.670|3.199|4426|4522|Happiness|4|WELL THAT YOU ARE PLAYABLE YOU HAVE BEEN BEAUMONT
623|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|150.670|151.703|1.033|4522|4553|Surprise|6|HM HM
624|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|151.703|157.802|6.099|4553|4736|Happiness|4|OH IT'S IT'S WELL LOOK AT THE POLE DON'T EAT ME WITH IT I'VE ONLY GOT ONE LEGGED ALLEYS AND RUN
625|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|157.802|165.067|7.265|4736|4954|Neutral|0|AH THIS IS LIKE THE STUPID PUPPY WHO CAN'T EVEN RUN PROPERLY AH
626|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|166.433|166.766|0.333|4995|5005|Neutral|0|ONLY ONE
627|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|168.233|168.933|0.700|5049|5070|Surprise|6|HYM
628|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|168.933|175.165|6.232|5070|5257|Happiness|4|THE KNOBS BANGED WITH THE MONKS HA HA HA HE WHY STUCK IT IN HIMSELF ALL THE STOCKS AND CANTERS OF IT
629|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|175.165|176.431|1.266|5257|5295|Surprise|6|HURRAH HURRAH
630|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|176.431|202.893|26.461|5295|6089|Happiness|4|SEE THE KID'S LAUGHING NOW IT'S LIKE IT HE'S I DON'T KNOW NIG THAT DOG'S CHEWED HIS TAIL BUT I DON'T LIKE IT STILL HE'S ONLY GOT FOUR LEGS
631|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|202.893|205.192|2.300|6089|6158|Surprise|6|HM HM H
632|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|205.192|206.292|1.100|6158|6191|Happiness|4|HM HM
633|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|206.292|209.091|2.799|6191|6275|Surprise|6|WHAT HAS BECOME OF THE BONE
634|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|209.091|210.424|1.333|6275|6315|Happiness|4|HE'S GOING UP ALONE WITH HIM
635|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|210.424|212.924|2.499|6315|6390|Surprise|6|BUT I WOULDN'T THINK THAT
636|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|212.924|213.490|0.567|6390|6407|Neutral|0|HM HM
637|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|213.490|217.823|4.332|6407|6537|Surprise|6|A A BOBBY A
638|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|219.123|222.955|3.833|6576|6691|Surprise|6|WELL BUT IF IT'S GONE I'LL LET MEDDLE IT WON'T
639|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|228.621|245.351|16.730|6861|7363|Happiness|4|OH OH SO HIS MAMMA GOT HIM A PUPPY WITH NO LEG
640|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|245.351|251.983|6.632|7363|7562|Neutral|0|LOOK OUT DON'T THIS KID WAS BEING A SPOILED LITTLE BRAT BUT I THINK THE KID THOUGHT HIS MUM WAS TAKING PITY ON HIM BECAUSE BUYING HIM A DOG WITH NO LEG EVEN
641|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|253.182|256.382|3.199|7598|7694|Neutral|0|THE DOG WAS TRYING HARD YOU KNOW AND HE WAS LIKE IN A WAY
642|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-1.wav|256.682|258.148|1.466|7703|7747|Neutral|0|I SHOULD TRY TO I GAVE UP
643|Datasets/affWild2/Audios/audiobatch1/132.wav|0.000|28.929|28.929|1|868|Other|7|WE'RE LIKE A TEASER BUT THIS ONE THAT I'M GOING TO WATCH RIGHT NOW IS THE LEGITIMATE OFFICIAL TRAITOR AND
644|Datasets/affWild2/Audios/audiobatch1/132.wav|30.564|32.399|1.835|917|972|Other|7|O S LOADING ER
645|Datasets/affWild2/Audios/audiobatch1/132.wav|32.966|41.975|9.009|989|1259|Neutral|0|AND OF COURSE BETTY AND MISTER MOULTON PLEADED WITH HER TO O O O O O
646|Datasets/affWild2/Audios/audiobatch1/132.wav|46.346|55.656|9.309|1390|1669|Neutral|0|U U U U U U U U U
647|Datasets/affWild2/Audios/audiobatch1/132.wav|55.956|58.358|2.402|1678|1750|Happiness|4|O O IT IS YOU
648|Datasets/affWild2/Audios/audiobatch1/132.wav|59.259|68.602|9.343|1777|2057|Neutral|0|TO GO TO THE THEATRE IN ORDER TO BE HEARD AND HEARD
649|Datasets/affWild2/Audios/audiobatch1/132.wav|69.102|89.790|20.687|2072|2692|Neutral|0|IF HE'S AN AGGRIEVED ONE OR HE'S A TOSS HIM AND HE'S FIFTY DOLLARS FOR HIM
650|Datasets/affWild2/Audios/audiobatch1/132.wav|92.492|100.033|7.541|2773|2999|Neutral|0|HM HM HM HM HM HM AD I NEED TO DO SO
651|Datasets/affWild2/Audios/audiobatch1/132.wav|100.200|103.403|3.203|3004|3100|Happiness|4|HM HM HM HM
652|Datasets/affWild2/Audios/audiobatch1/132.wav|108.875|111.211|2.336|3264|3334|Other|7|OH I'M ALONE
653|Datasets/affWild2/Audios/audiobatch1/132.wav|117.985|132.065|14.081|3537|3959|Neutral|0|IT'S THE ESSAY THE ESSAY
654|Datasets/affWild2/Audios/audiobatch1/132.wav|134.835|137.004|2.169|4042|4107|Other|7|THE FATHER'S ANSWER
655|Datasets/affWild2/Audios/audiobatch1/132.wav|140.874|143.443|2.569|4223|4300|Other|7|I KNOW THAT YOU'RE NOT IT
656|Datasets/affWild2/Audios/audiobatch1/132.wav|144.177|146.847|2.669|4322|4402|Happiness|4|IT IS YOUR THEORY
657|Datasets/affWild2/Audios/audiobatch1/132.wav|149.016|151.251|2.236|4467|4534|Other|7|HM HM H
658|Datasets/affWild2/Audios/audiobatch1/132.wav|156.757|158.925|2.169|4699|4764|Other|7|O MY YAW
659|Datasets/affWild2/Audios/audiobatch1/132.wav|159.393|163.263|3.871|4778|4894|Happiness|4|ISTHMUS
660|Datasets/affWild2/Audios/audiobatch1/132.wav|167.734|169.202|1.468|5028|5072|Other|7|BOEHMER
661|Datasets/affWild2/Audios/audiobatch1/132.wav|172.973|174.307|1.335|5185|5225|Happiness|4|R R R R R
662|Datasets/affWild2/Audios/audiobatch1/132.wav|174.474|177.277|2.803|5230|5314|Happiness|4|FILM
663|Datasets/affWild2/Audios/audiobatch1/132.wav|177.711|179.579|1.869|5327|5383|Other|7|WHEN I GOT HARDER
664|Datasets/affWild2/Audios/audiobatch1/132.wav|180.981|188.822|7.841|5425|5660|Other|7|I GOT FEELINGS AND EMOTIONS AND CHILLS AH OH
665|Datasets/affWild2/Audios/audiobatch1/147.wav|0.100|0.434|0.334|4|14|Other|7|OMER
666|Datasets/affWild2/Audios/audiobatch1/147.wav|2.135|7.875|5.739|65|237|Other|7|AYE AYE AYE IT WAS REAL FOR HER
667|Datasets/affWild2/Audios/audiobatch1/147.wav|9.009|11.378|2.369|271|342|Other|7|WE AIN'T A NEIGHBOUR OF OUR OWN
668|Datasets/affWild2/Audios/audiobatch1/147.wav|13.914|20.687|6.773|418|621|Other|7|ACORN NO PRIMER FOR RHODA
669|Datasets/affWild2/Audios/audiobatch1/147.wav|20.854|23.624|2.769|626|709|Other|7|I'M GLAD YOU'RE RUNNING AWAY I AM
670|Datasets/affWild2/Audios/audiobatch1/147.wav|25.058|27.427|2.369|752|823|Neutral|0|OMER OMER OMER
671|Datasets/affWild2/Audios/audiobatch1/147.wav|27.661|30.264|2.603|830|908|Other|7|I DON'T THINK I'M IN THE FAMILY ROOM
672|Datasets/affWild2/Audios/audiobatch1/147.wav|31.064|32.065|1.001|932|962|Neutral|0|AURORA
673|Datasets/affWild2/Audios/audiobatch1/147.wav|33.267|35.068|1.802|998|1052|Other|7|I'M NOT IMMUNE
674|Datasets/affWild2/Audios/audiobatch1/147.wav|37.971|38.672|0.701|1139|1160|Neutral|0|R R R R R
675|Datasets/affWild2/Audios/audiobatch1/147.wav|39.873|42.109|2.236|1196|1263|Other|7|AND I'LL LET HER ALONE
676|Datasets/affWild2/Audios/audiobatch1/147.wav|46.580|49.116|2.536|1397|1473|Neutral|0|OMER OMER OMER
677|Datasets/affWild2/Audios/audiobatch1/147.wav|49.283|55.622|6.340|1478|1668|Other|7|IT WAS HALSEY'S AS A MAN IS BUT HE'D HAVE WRITTEN A BABY IN FEVER AND IT'S SURE SO DONALD
678|Datasets/affWild2/Audios/audiobatch1/147.wav|56.290|56.456|0.167|1688|1693|Neutral|0|HYM
679|Datasets/affWild2/Audios/audiobatch1/147.wav|56.623|57.291|0.667|1698|1718|Other|7|BRAHM
680|Datasets/affWild2/Audios/audiobatch1/147.wav|58.225|67.668|9.443|1746|2029|Neutral|0|I'M NOTHING LIKE ANSON AH
681|Datasets/affWild2/Audios/audiobatch1/147.wav|67.968|68.001|0.033|2038|2039|Neutral|0|HM HM
682|Datasets/affWild2/Audios/audiobatch1/147.wav|68.035|69.303|1.268|2040|2078|Other|7|I WAS THE ONLY ONE WHO COULD GO
683|Datasets/affWild2/Audios/audiobatch1/147.wav|69.736|71.772|2.035|2091|2152|Other|7|THINK OF THE CRAZY ASS
684|Datasets/affWild2/Audios/audiobatch1/147.wav|72.339|73.440|1.101|2169|2202|Neutral|0|HOW'S MY PATH
685|Datasets/affWild2/Audios/audiobatch1/147.wav|74.374|74.574|0.200|2230|2236|Other|7|HM HM
686|Datasets/affWild2/Audios/audiobatch1/147.wav|79.046|83.350|4.304|2370|2499|Neutral|0|AFTER HENSING YOU CHANGE WITH ME FOR A LITTLE
687|Datasets/affWild2/Audios/audiobatch1/147.wav|84.151|88.255|4.104|2523|2646|Other|7|I AIN'T A A A A SON OF A A
688|Datasets/affWild2/Audios/audiobatch1/147.wav|89.022|89.456|0.434|2669|2682|Other|7|RHYMER
689|Datasets/affWild2/Audios/audiobatch1/147.wav|92.426|95.529|3.103|2771|2864|Other|7|THAT'S DON'T ASK THEM CUTTER OR I'M A LIAR
690|Datasets/affWild2/Audios/audiobatch1/147.wav|95.729|99.666|3.937|2870|2988|Neutral|0|TO A NYMPH BEYOND DOWN IN THE ODER
691|Datasets/affWild2/Audios/audiobatch1/147.wav|100.000|101.234|1.235|2998|3035|Other|7|IMMUNE
692|Datasets/affWild2/Audios/audiobatch1/147.wav|105.372|107.741|2.369|3159|3230|Other|7|AND I HAVEN'T THE BETTER CHANCE I DON'T
693|Datasets/affWild2/Audios/audiobatch1/147.wav|110.644|112.079|1.435|3317|3360|Other|7|I KNOW THE AUTHOR
694|Datasets/affWild2/Audios/audiobatch1/147.wav|113.313|113.680|0.367|3397|3408|Neutral|0|HM HM
695|Datasets/affWild2/Audios/audiobatch1/147.wav|114.247|115.048|0.801|3425|3449|Other|7|ANTONYM
696|Datasets/affWild2/Audios/audiobatch1/147.wav|116.283|117.117|0.834|3486|3511|Neutral|0|AU REM
697|Datasets/affWild2/Audios/audiobatch1/147.wav|117.184|117.718|0.534|3513|3529|Surprise|6|R R R R R
698|Datasets/affWild2/Audios/audiobatch1/147.wav|121.154|125.892|4.738|3632|3774|Other|7|SO JOHN'S A GOOD PERSON I WOULD LET HIM HE'S TAKEN A TWITCH
699|Datasets/affWild2/Audios/audiobatch1/147.wav|126.426|126.860|0.434|3790|3803|Other|7|HM HM
700|Datasets/affWild2/Audios/audiobatch1/147.wav|127.127|132.699|5.572|3811|3978|Other|7|AHA THAT HE HAD BEEN EATING A HEN A HEN
701|Datasets/affWild2/Audios/audiobatch1/147.wav|132.799|134.968|2.169|3981|4046|Other|7|AYE AYE GANYMEDE'S
702|Datasets/affWild2/Audios/audiobatch1/147.wav|135.202|137.037|1.835|4053|4108|Neutral|0|MEDDLE MEDDLE MESSEN
703|Datasets/affWild2/Audios/audiobatch1/147.wav|137.504|152.686|15.182|4122|4577|Other|7|THE LETTERS HOWEVER SAYS IT'S NEARLY TO THE GOOD GIRLS THAT'S GOOD GIRLS DON'T
704|Datasets/affWild2/Audios/audiobatch1/147.wav|154.221|154.488|0.267|4623|4631|Neutral|0|HM HM
705|Datasets/affWild2/Audios/audiobatch1/147.wav|155.155|157.858|2.703|4651|4732|Happiness|4|THE BOOK THE BOOK REALLY IS
706|Datasets/affWild2/Audios/audiobatch1/147.wav|158.191|162.029|3.837|4742|4857|Other|7|THE HOPS I DARE ANSWER FOR THE HOP
707|Datasets/affWild2/Audios/audiobatch1/147.wav|169.536|170.070|0.534|5082|5098|Neutral|0|OMIT
708|Datasets/affWild2/Audios/audiobatch1/147.wav|173.573|175.542|1.969|5203|5262|Other|7|I'D LIKE IT EITHER I WASN'T IN A
709|Datasets/affWild2/Audios/audiobatch1/147.wav|181.081|181.314|0.234|5428|5435|Other|7|HM HM
710|Datasets/affWild2/Audios/audiobatch1/147.wav|183.450|186.219|2.769|5499|5582|Other|7|BUT YOU DARE SAY THAT
711|Datasets/affWild2/Audios/audiobatch1/147.wav|187.287|187.587|0.300|5614|5623|Neutral|0|AURORA
712|Datasets/affWild2/Audios/audiobatch1/147.wav|187.721|189.689|1.969|5627|5686|Other|7|IN THE PLANE IS IT
713|Datasets/affWild2/Audios/audiobatch1/147.wav|193.060|202.702|9.643|5787|6076|Neutral|0|SAID FATHER STEIN WHAT SHALL I GO DOWN ON
714|Datasets/affWild2/Audios/audiobatch1/147.wav|202.903|204.604|1.702|6082|6133|Other|7|WE DON'T BELIEVE IT AT ALL AS YOU KNOW
715|Datasets/affWild2/Audios/audiobatch1/147.wav|206.073|215.082|9.009|6177|6447|Neutral|0|THERE'S SOME KIND OF TIP OFF HE WAS ONE OF THE GOOD GUYS THERE THE SEEKER COAXED
716|Datasets/affWild2/Audios/audiobatch1/147.wav|215.315|215.649|0.334|6454|6464|Neutral|0|REMY
717|Datasets/affWild2/Audios/audiobatch1/147.wav|218.552|228.161|9.610|6551|6839|Neutral|0|OH WHEN I WRITE WHAT I HAD TIME FOR I DON'T LIKE HIS BOOK AT THE SAME TIME
718|Datasets/affWild2/Audios/audiobatch1/147.wav|228.428|228.628|0.200|6847|6853|Other|7|HYM
719|Datasets/affWild2/Audios/audiobatch1/147.wav|229.563|229.963|0.400|6881|6893|Neutral|0|HM HM
720|Datasets/affWild2/Audios/audiobatch1/147.wav|230.597|232.199|1.602|6912|6960|Other|7|ONLY I'M ON THE LEFT ONE
721|Datasets/affWild2/Audios/audiobatch1/147.wav|233.100|235.702|2.603|6987|7065|Other|7|DON'T SAY THAT OPEN
722|Datasets/affWild2/Audios/audiobatch1/147.wav|235.969|236.803|0.834|7073|7098|Other|7|BAMBOO
723|Datasets/affWild2/Audios/audiobatch1/147.wav|237.304|243.410|6.106|7113|7296|Neutral|0|I DON'T KNOW THERE IS A WORK IN THAT WE CAN WORK THINGS OUT EH
724|Datasets/affWild2/Audios/audiobatch1/147.wav|245.212|251.384|6.173|7350|7535|Neutral|0|I'LL TURN YOUR BACK NOW I JUST NEED NOAH
725|Datasets/affWild2/Audios/audiobatch1/147.wav|255.522|257.724|2.202|7659|7725|Other|7|NO MYNHEER
726|Datasets/affWild2/Audios/audiobatch1/147.wav|259.493|260.193|0.701|7778|7799|Other|7|ALBANY
727|Datasets/affWild2/Audios/audiobatch1/147.wav|261.361|287.154|25.792|7834|8607|Neutral|0|PART OF IT DO YOU KNOW IT WAS MY WARD BETH TOOK HIS PLACE AND I'M LOSING HER SO I NEEDED HIM BACK MA'AM
728|Datasets/affWild2/Audios/audiobatch1/147.wav|287.254|287.721|0.467|8610|8624|Other|7|HM HM
729|Datasets/affWild2/Audios/audiobatch1/147.wav|288.255|289.122|0.868|8640|8666|Other|7|WELL THEN WE DON'T HAVE IT
730|Datasets/affWild2/Audios/audiobatch1/147.wav|289.356|290.290|0.934|8673|8701|Other|7|D'YOU
731|Datasets/affWild2/Audios/audiobatch1/147.wav|297.297|299.432|2.135|8911|8975|Other|7|NOTE WHAT
732|Datasets/affWild2/Audios/audiobatch1/147.wav|305.438|309.276|3.837|9155|9270|Other|7|NO WAITS HUMPH
733|Datasets/affWild2/Audios/audiobatch1/147.wav|310.310|310.510|0.200|9301|9307|Other|7|HM HM
734|Datasets/affWild2/Audios/audiobatch1/147.wav|313.079|316.783|3.704|9384|9495|Other|7|THE HYAENA AND THE SUCCOR
735|Datasets/affWild2/Audios/audiobatch1/147.wav|324.758|328.094|3.337|9734|9834|Other|7|BUT A STUBBORN THROE O O
736|Datasets/affWild2/Audios/audiobatch1/147.wav|336.503|336.736|0.234|10086|10093|Other|7|ARAMMER
737|Datasets/affWild2/Audios/audiobatch1/147.wav|337.003|337.537|0.534|10101|10117|Fear|3|ALBANY
738|Datasets/affWild2/Audios/audiobatch1/147.wav|339.773|340.240|0.467|10184|10198|Other|7|THERMOMETER
739|Datasets/affWild2/Audios/audiobatch1/147.wav|355.922|362.028|6.106|10668|10851|Other|7|WELL YOU'RE UP IN A MORNIN YOU'RE OUT ON YER STAND ON HIS BOULDER THAR
740|Datasets/affWild2/Audios/audiobatch1/147.wav|363.163|366.399|3.237|10885|10982|Other|7|IT'S IT'S MERGED IT'S THAT BOULOGNE ET CETERA
741|Datasets/affWild2/Audios/audiobatch1/147.wav|385.252|385.552|0.300|11547|11556|Sadness|5|ART ART
742|Datasets/affWild2/Audios/audiobatch1/147.wav|387.287|387.420|0.133|11608|11612|Sadness|5|HM HM
743|Datasets/affWild2/Audios/audiobatch1/147.wav|392.559|396.529|3.971|11766|11885|Sadness|5|OMER OMER OMER
744|Datasets/affWild2/Audios/audiobatch1/147.wav|397.831|402.068|4.238|11924|12051|Other|7|CRAWLING WITH THE MAGGOTS OF A MAGNIFICENCE OF A CATARACT
745|Datasets/affWild2/Audios/audiobatch1/147.wav|402.636|410.010|7.374|12068|12289|Sadness|5|WHAT MEANS GOING IS IT THAT WE'RE SURVIVING HERE IN THIS WAITING ROOM THAT'S BETTER TO HAVE THERE
746|Datasets/affWild2/Audios/audiobatch1/147.wav|411.278|411.845|0.567|12327|12344|Other|7|OMER
747|Datasets/affWild2/Audios/audiobatch1/147.wav|415.015|421.721|6.707|12439|12640|Other|7|AU REVOIR AND ADIEU MESSIEURS
748|Datasets/affWild2/Audios/audiobatch1/147.wav|423.056|423.690|0.634|12680|12699|Sadness|5|HM HM
749|Datasets/affWild2/Audios/audiobatch1/147.wav|430.263|431.831|1.568|12896|12943|Sadness|5|R R R R R R
750|Datasets/affWild2/Audios/audiobatch1/147.wav|435.935|443.009|7.074|13066|13278|Other|7|CARRY YOUR BODY FOR HER OH MY GOD WHAT'S YOURS CARRY YOUR BODY WITH YOU AND WE'LL HAVE GOT THEM IF THEY DON'T TAKE THEM
751|Datasets/affWild2/Audios/audiobatch1/147.wav|445.345|446.813|1.468|13348|13392|Other|7|WHERE ARE YOU ONE
752|Datasets/affWild2/Audios/audiobatch1/147.wav|450.617|452.152|1.535|13506|13552|Sadness|5|APROPOS OF A MAN
753|Datasets/affWild2/Audios/audiobatch1/147.wav|452.585|454.554|1.969|13565|13624|Other|7|PUSSY LET ME ALONE
754|Datasets/affWild2/Audios/audiobatch1/147.wav|458.425|482.615|24.191|13740|14465|Sadness|5|FOR THE REMNANT OF THE REMNANT OF THE REMNANT OF THE SUFFERER
755|Datasets/affWild2/Audios/audiobatch1/147.wav|513.213|515.982|2.769|15382|15465|Other|7|MORNIN WHEN YOU'RE IN
756|Datasets/affWild2/Audios/audiobatch1/147.wav|516.049|516.116|0.067|15467|15469|Other|7|FIFTY TWO
757|Datasets/affWild2/Audios/audiobatch1/147.wav|519.319|521.154|1.835|15565|15620|Other|7|NJOLES
758|Datasets/affWild2/Audios/audiobatch1/147.wav|522.722|525.392|2.669|15667|15747|Other|7|LET'S GO NOW UNA
759|Datasets/affWild2/Audios/audiobatch1/147.wav|525.692|528.528|2.836|15756|15841|Other|7|I'M CLEARED OUT TWO O THE GLAD GUNS GO ALONG BY THE AROMA
760|Datasets/affWild2/Audios/audiobatch1/147.wav|534.467|543.910|9.443|16019|16302|Sadness|5|O O O O O O O O O O O O O O O
761|Datasets/affWild2/Audios/audiobatch1/147.wav|545.044|548.381|3.337|16336|16436|Sadness|5|IMMORAL IMMORAL IMMORAL MONSEIGNEUR
762|Datasets/affWild2/Audios/audiobatch1/147.wav|548.915|551.151|2.236|16452|16519|Other|7|WE'RE GOING TO GET A LONG ONE
763|Datasets/affWild2/Audios/audiobatch1/147.wav|551.451|552.118|0.667|16528|16548|Other|7|OMER
764|Datasets/affWild2/Audios/audiobatch1/147.wav|552.952|553.853|0.901|16573|16600|Sadness|5|O O O O
765|Datasets/affWild2/Audios/audiobatch1/147.wav|555.188|556.289|1.101|16640|16673|Other|7|AURORA AURORA
766|Datasets/affWild2/Audios/audiobatch1/147.wav|559.926|571.504|11.578|16782|17129|Other|7|TAKEN GRUDGING A SHAMEFUL HOO HOO HOO
767|Datasets/affWild2/Audios/audiobatch1/147.wav|573.973|575.809|1.835|17203|17258|Other|7|HUR R R R R R
768|Datasets/affWild2/Audios/audiobatch1/147.wav|593.393|594.027|0.634|17785|17804|Other|7|ANONYM
769|Datasets/affWild2/Audios/audiobatch1/147.wav|600.433|601.267|0.834|17996|18021|Other|7|A MUMMER
770|Datasets/affWild2/Audios/audiobatch1/147.wav|609.742|611.110|1.368|18275|18316|Other|7|MOORE'S SMITHY
771|Datasets/affWild2/Audios/audiobatch1/147.wav|611.578|612.278|0.701|18330|18351|Other|7|OH MYNHEER
772|Datasets/affWild2/Audios/audiobatch1/147.wav|615.081|616.883|1.802|18435|18489|Other|7|RINGS I DON'T KNOW
773|Datasets/affWild2/Audios/audiobatch1/147.wav|617.183|620.854|3.670|18498|18608|Neutral|0|OO OO OO OO OO OO OO
774|Datasets/affWild2/Audios/audiobatch1/147.wav|622.021|623.756|1.735|18643|18695|Other|7|IS A RHYMER
775|Datasets/affWild2/Audios/audiobatch1/147.wav|632.031|634.234|2.202|18943|19009|Other|7|THE CONQUERING RETINUE
776|Datasets/affWild2/Audios/audiobatch1/147.wav|636.069|637.270|1.201|19064|19100|Other|7|O O O O O
777|Datasets/affWild2/Audios/audiobatch1/147.wav|638.104|638.738|0.634|19125|19144|Neutral|0|IMMORAL
778|Datasets/affWild2/Audios/audiobatch1/147.wav|638.905|644.911|6.006|19149|19329|Other|7|EVEN MY MANOEUVRE I DON'T BUT THEY'RE NOT LYING THERE
